School DBN,boro,NTA,Neighborhood,School Name,School Type,School Level,Regents Exam,Year,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,number_AP_CLASSES,num_ways_subway_to_school,num_ways_bus_to_school,num_total_ways_to_school,total_students,start_time,end_time,graduation_rate,attendance_rate,college_career_rate,Unbanked 2013,Underbanked 2013,% Poor 2013,% Foreign born 2013, Median income 2013 ,Unemployment 2013, Total Population , Total Number of Households ,Home Broadband Adoption (Percentage of Households),"Home Broadband Adoption by Quartiles (High Connected, Medium High Connected, Medium Low Connected, Low Connected)",Mobile Broadband Adoption (Percentage of Households),"Mobile broadband adoption by Quartiles (High Connected, Medium High Connected, Medium Low Connected, Low Connected)",No Broadband (Percentage of Households),"No Broadand by Quartiles (High, Medium High, Medium Low, Low)",Percentage of Blocks without a Commercial Fiber Provider,Percentage of Blocks without a Commercial Fiber Provider by Quartiles,Total Poles,Reserved Poles,Public Wi-Fi in NYC Count,Number of Free Public Wi-Fi Access Points in a Pedestrian Corridor,Available Free Public Wi-Fi in a Pedestrian Corridor (Y/N),Number of Public Computer Centers with free public Wi-Fi,Number of Public Computer Center Workstations
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Global History and Geography,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Living Environment,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Physical Settings/Chemistry,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Physical Settings/Earth Science,2018,70-79_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Spanish,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,U.S. History and Government,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Common Core Algebra,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Common Core Algebra2,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Common Core English,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Common Core Geometry,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Global History and Geography,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Living Environment,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Physical Settings/Earth Science,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,Spanish,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
11X545,BX,Williamsbridge-Olinville,Williamsbridge,Bronx Aerospace High School,General Academic,High school,U.S. History and Government,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,346,8:19am,4pm,0.68,0.82,0.46,0.16,0.35,0.19,0.39,"$45,633.00 ",0.14,"67,724","22,792",0.59,Low Connected,0.77,Low Connected,0.2,High,0,Low,66,24,3,0,FALSE,3,59
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core Algebra,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core Algebra2,2018,70-79_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core English,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core Geometry,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Global History and Geography,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Living Environment,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Physical Settings/Chemistry,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Physical Settings/Earth Science,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Physical Settings/Physics,2018,60-69_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Spanish,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,U.S. History and Government,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core Algebra,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core Algebra2,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core English,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Common Core Geometry,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,French,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Global History and Geography,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Living Environment,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Physical Settings/Chemistry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Physical Settings/Earth Science,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Physical Settings/Physics,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,Spanish,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X242,BX,West Farms-Bronx River,West Farms,Mott Hall V,General Academic,Secondary School,U.S. History and Government,2019,70-79_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,682,8:25am,2:55pm,0.89,0.88,0.69,0,0,0,0,,0,"35,319","11,877",0.6,Low Connected,0.76,Low Connected,0.23,High,0.17,High,34,3,1,1,TRUE,2,58
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Common Core Algebra,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Common Core English,2018,<60_mean_score,26%-50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Common Core Geometry,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Global History and Geography,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Living Environment,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Physical Settings/Earth Science,2018,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,U.S. History and Government,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Common Core Algebra,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Common Core English,2019,<60_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Common Core Geometry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Global History and Geography,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Living Environment,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
12X248,BX,Longwood,Longwood,"Metropolitan High School, The",General Academic,High school,Physical Settings/Earth Science,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,1-5_subway_stops,0-20_bus_routes,0-25_total_transit_ways,411,8:05am,2:26pm,0.5,0.76,0.43,0,0,0,0,,0,"27,974","9,412",0.63,Medium Low Connected,0.77,Medium Low Connected,0.22,High,0.1,Medium High,38,13,4,0,FALSE,2,18
